,Country,Plant,Capacity (MW),Status,Status 2016 (done by Data4Good),Status 2017 (done by Data4Good),Status 2018 (done by Data4Good),Status 2019 (done by Data4Good),Combustion technology,Coal type,Latitude,Longitude,Annual CO2 (million tonnes / annum),Total annual CO2 (million tonnes / annum),Annual CO2 emissions (millions of tonnes) in 2016,Annual CO2 emissions (millions of tonnes) in 2017,Annual CO2 emissions (millions of tonnes) in 2018,Annual CO2 emissions (millions of tonnes) in 2019
11035,Turkey,Band?rma Elektrik power station,1 600,Cancelled,Operating,Operating,Operating,Operating,Supercritical,unknown,40.30593,27.7272,6.644485703,6.644485703,6.644485703,6.644485703,6.644485703,6.644485703
11036,Turkey,Band?rma III power station,810,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,39.385,27.533,3.44217487,0.0,,,,
11037,Turkey,Band?rma Karat power station,1 200,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,40.357,27.975,5.099518326,0.0,,,,
11038,Turkey,Barbaros-1 power station,610,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,41.803000000000004,35.194,2.592255149,0.0,,,,
11039,Turkey,Biga power station,770,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,Bituminous,40.47233,27.28625,3.0964640039999995,0.0,,,,
11041,Turkey,Bingöl power station,150,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,39.31575,40.88916,0.8039303090000001,0.0,,,,
11042,Turkey,Bolu Göynük power station,135,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,40.2514,30.8129,0.731693363,1.463386726,1.463386726,1.463386726,1.463386726,1.463386726
11044,Turkey,Burnaz power station,300,Cancelled,Operating,Operating,Operating,Operating,unknown,unknown,36.491859999999996,36.19209,1.40236754,1.40236754,1.40236754,1.40236754,1.40236754,1.40236754
11045,Turkey,Bursa power station,270,Cancelled,Not operating,Not operating,Operating,Operating,Subcritical,Lignite,39.90331,29.177459999999996,1.463386726,0.0,,,0.0,0.0
11046,Turkey,Çal??kan Ceyhan power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,unknown,36.93815,35.99446,2.740850353,0.0,,,,
11048,Turkey,Çan-1 power station,160,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,40.02324,26.976840000000003,0.939458145,1.878916291,1.878916291,1.878916291,1.878916291,1.878916291
11050,Turkey,Çan-2 power station,330,Operating,Not operating,Not operating,Operating,Operating,unknown,Lignite,40.03435,26.950570000000003,1.621259455,0.0,,,0.0,0.0
11051,Turkey,Çank?r? Bereket power station,135,Permitted,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,40.62389,33.11275,0.723537278,0.0,,,,
11053,Turkey,Çank?r? Y?ld?zlar power station,133,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,40.6078,33.3202,0.720853462,0.0,,,,
11056,Turkey,Çatala?z?-B power station,157,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,41.5174,31.9002,1.02820984,2.020964169,2.020964169,2.020964169,2.020964169,2.020964169
11059,Turkey,Çay?rhan power station,150,operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,40.097,31.695,0.9823660890000001,3.988180491,3.988180491,3.988180491,3.988180491,3.988180491
11064,Turkey,Çebi Enerji power station,350,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,41.01345,27.96165,1.6105580730000002,0.0,,,,
11066,Turkey,Çelikler Yumurtal?k power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Bituminous,36.86788,35.909490000000005,2.69806913,0.0,,,,
11068,Turkey,Cenal power station,660,Operating,Not operating,Operating,Operating,Operating,Ultra-super,Bituminous,40.4167,27.31829,2.654112004,0.0,,0.0,0.0,0.0
11070,Turkey,Çerkezköy power station,330,Shelved,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,41.28333,28.0,1.621259455,0.0,,,,
11073,Turkey,Ç?rp?lar power station,200,Pre-permit,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,39.81678,27.33975,1.071907078,0.0,,,,
11074,Turkey,Çoban Y?ld?z power station,37,Operating,Operating,Operating,Operating,Operating,unknown,Lignite,37.55726,32.84799,0.198302809,0.198302809,0.198302809,0.198302809,0.198302809,0.198302809
11075,Turkey,Demirta? power station,119,Cancelled,Operating,Operating,Operating,Operating,unknown,unknown,36.78069,35.73578,0.606842681,0.606842681,0.606842681,0.606842681,0.606842681,0.606842681
11077,Turkey,DETES 1 power station,160,Pre-permit,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,41.498000000000005,31.868000000000002,0.857525662,0.0,,,,
11078,Turkey,Diler Elbistan power station,200,Shelved,Not operating,Not operating,Not operating,Not operating,unknown,unknown,38.17,37.37,1.019903665,0.0,,,,
11080,Turkey,Dinar Uluköy power station,3 500,Announced,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,38.064,30.166999999999998,15.63197822,0.0,,,,
11081,Turkey,DOSAB cogeneration plant,50,Pre-permit,Not operating,Not operating,Not operating,Not operating,CFB,Lignite,40.24317,28.96442,0.270997542,0.0,,,,
11083,Turkey,EMBA Hunutlu power station,660,Construction,Not operating,Not operating,Not operating,Not operating,Ultra-super,Sub-bit,36.81609,35.85481,2.6961962319999997,0.0,,,,
11085,Turkey,Enyat Samsun power station,150,Cancelled,Not operating,Not operating,Not operating,Not operating,CFB,Lignite,40.97,35.67,0.8129926259999999,0.0,,,,
11086,Turkey,Eren-1 power station,245,Pre-permit,Not operating,Not operating,Not operating,Not operating,Unknown,Lignite,41.632,27.03,1.313086171,0.0,,,,
11088,Turkey,Ergene power station,170,Shelved,Not operating,Not operating,Not operating,Not operating,unknown,unknown,41.2408,27.6967,0.8669181159999999,0.0,,,,
11089,Turkey,Evrese power station,135,Cancelled,Operating,Operating,Operating,Operating,unknown,Lignite,40.41667,26.66667,0.723537278,0.723537278,0.723537278,0.723537278,0.723537278,0.723537278
11090,Turkey,Filyos power station,1 600,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,unknown,41.57543,32.05965,6.644485703,0.0,,,,
11091,Turkey,Gebze Çolako?lu power station,190,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,40.77758,29.538559999999997,1.044914648,1.044914648,1.044914648,1.044914648,1.044914648,1.044914648
11092,Turkey,Gerze power station,1 200,Cancelled,Operating,Operating,Operating,Operating,Supercritical,Lignite,41.866209999999995,35.12424,5.237458814,5.237458814,5.237458814,5.237458814,5.237458814,5.237458814
11093,Turkey,Gölovas? power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Bituminous,36.853559999999995,35.89809,2.69806913,0.0,,,,
11094,Turkey,Gönen power station,300,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,40.1,27.65,1.490486481,0.0,,,,
11095,Turkey,Güney Akdeniz power station,660,Shelved,Not operating,Not operating,Not operating,Not operating,Ultra-super,unknown,36.41667,35.88333,2.6961962319999997,0.0,,,,
11097,Turkey,Güneybat? Anadolu power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,37.31,27.78,2.80473508,0.0,,,,
11098,Turkey,Güreci power station,1 320,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,40.34389,26.683609999999998,5.521913392999999,0.0,,,,
11099,Turkey,Gürmin Enerji Amasya power station,300,Cancelled,Not operating,Not operating,Not operating,Not operating,CFB,Lignite,40.889,35.597,1.490486481,0.0,,,,
11100,Turkey,Haba? power station,600,Cancelled,Operating,Operating,Operating,Operating,Subcritical,unknown,38.772729999999996,26.945990000000002,2.578501364,2.578501364,2.578501364,2.578501364,2.578501364,2.578501364
11101,Turkey,Hakan Enerji power station,100,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,ANTH,36.84343,35.88693,0.527506106,0.0,,,,
11104,Turkey,Helvac? power station,270,Shelved,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,40.08,27.168000000000003,1.392390737,0.0,,,,
11105,Turkey,HEMA Amasra power station,660,Pre-permit,Not operating,Not operating,Not operating,Not operating,Ultra-super,ANTH,41.723,32.349000000000004,2.7579197669999997,0.0,,,,
11107,Turkey,?ÇDA? Bekirli-1 power station,135,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite/Bituminous,40.39953,27.04973,0.767553583,7.374180272,7.374180272,7.374180272,7.374180272,7.374180272
11112,Turkey,Ilg?n power station,250,Permitted,Not operating,Not operating,Not operating,Operating,CFB,Lignite,38.26,31.91,1.35498771,0.0,,,,0.0
11114,Turkey,Irmak power station,1 320,Shelved,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,39.79,26.3325,5.521913392999999,0.0,,,,
11115,Turkey,?sken Sugözü power station,605,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,36.83502,35.8791,2.815346955,5.63069391,5.63069391,5.63069391,5.63069391,5.63069391
11117,Turkey,?skenderun power station,2 000,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,36.586999999999996,36.173,8.499197211,0.0,,,,
11118,Turkey,?zdemir Enerji power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,38.74173,26.929170000000003,1.573873659,1.573873659,1.573873659,1.573873659,1.573873659,1.573873659
11125,Turkey,Kandilli power station,150,Cancelled,Not operating,Not operating,Not operating,Not operating,CFB,ANTH,41.33935,31.51114,0.79125916,0.0,,,,
11126,Turkey,Kangal Etyemez power station,135,Pre-permit,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,39.07743,37.29562,0.731693363,0.0,,,,
11127,Turkey,Kangal power station,179,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,39.07748,37.29497,1.1722902,3.4764468,3.4764468,3.4764468,3.4764468,3.4764468
11130,Turkey,Karaburun power station,660,Permitted,Not operating,Not operating,Not operating,Not operating,Supercritical,unknown,40.446,27.287,2.740850353,0.0,,,,
11132,Turkey,Karapinar Konya ?eker power station,2 000,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,37.716,33.554,8.366535444,0.0,,,,
11133,Turkey,Kardemir Karabük Demir Çelik power station,78,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,41.51,31.9,0.435766731,0.435766731,0.435766731,0.435766731,0.435766731,0.435766731
11134,Turkey,Kemerköy power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,37.03536,27.90059,1.327887955,3.983663865,3.983663865,3.983663865,3.983663865,3.983663865
11137,Turkey,Kilikya power station,330,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Bituminous,36.82786,35.87151,1.483938021,0.0,,,,
11139,Turkey,Kirazl?dere power complex,800,Permitted,Not operating,Not operating,Not operating,Not operating,Ultra-super,Bituminous,40.38227,26.99455,3.217105459,0.0,,,,
11141,Turkey,Kireçlik power station,1 200,Cancelled,Not operating,Not operating,Not operating,Not operating,Supercritical,Bituminous,41.36894,31.587840000000003,4.9055802360000005,0.0,,,,
11142,Turkey,K?n?k power station,350,Pre-permit,Not operating,Not operating,Not operating,Not operating,Supercritical,Lignite,39.084,27.45,1.680351369,0.0,,,,
11144,Turkey,K?vanç power station,825,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,36.34,33.4,3.505918849,0.0,,,,
11145,Turkey,Konya Karap?nar power station,5 000,Announced,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,37.61419,33.591190000000005,22.33139746,0.0,,,,
11146,Turkey,Kütahya Domaniç power station,300,Shelved,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,39.8,29.61,1.490486481,0.0,,,,
11147,Turkey,Lüminer Enerji power station,160,Cancelled,Not operating,Not operating,Not operating,Not operating,CFB,Lignite,40.891999999999996,26.901,0.8671921340000001,0.0,,,,
11148,Turkey,Meda power station,770,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,40.97271,27.876829999999998,3.2211161460000004,0.0,,,,
11149,Turkey,Mersin Gülnar power station,373,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,36.33,33.4,1.743610308,0.0,,,,
11150,Turkey,Mert power station,1 200,Cancelled,Operating,Operating,Operating,Operating,unknown,unknown,36.95333,36.20333,5.099518326,5.099518326,5.099518326,5.099518326,5.099518326,5.099518326
11151,Turkey,METES power station,1 000,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,36.24,33.75,4.249598605,0.0,,,,
11154,Turkey,Mu?la power station,300,Announced,Not operating,Not operating,Not operating,Not operating,unknown,unknown,37.15,27.805,1.40236754,0.0,,,,
11156,Turkey,Naren Karabiga power station,980,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,40.45807,27.254990000000003,4.099602367,0.0,,,,
11158,Turkey,Orhaneli power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,39.95022,28.870209999999997,1.327887955,1.327887955,1.327887955,1.327887955,1.327887955,1.327887955
11159,Turkey,Petkim power station,205,Cancelled,Operating,Operating,Operating,Operating,unknown,Bituminous,38.795,26.97028,1.02908386,1.02908386,1.02908386,1.02908386,1.02908386,1.02908386
11160,Turkey,Polat power station,51,Operating,Operating,Operating,Operating,Operating,CFB,Lignite,39.616009999999996,29.4429,0.276417493,0.276417493,0.276417493,0.276417493,0.276417493,0.276417493
11162,Turkey,Saltukova power station,350,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,41.519,32.094,1.6360954630000002,0.0,,,,
11163,Turkey,Sanko Gölba?? power station,150,Cancelled,Not operating,Not operating,Not operating,Not operating,CFB,unknown,37.819720000000004,37.718509999999995,0.773550409,0.0,,,,
11164,Turkey,Sanko Yumurtal?k power station,800,Pre-permit,Not operating,Not operating,Not operating,Not operating,CFB,unknown,36.876,35.894,3.4380018189999997,0.0,,,,
11166,Turkey,Saray Tekirda? power station,300,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,41.445,27.921,1.490486481,0.0,,,,
11167,Turkey,Sarp Golvasi power station,1 200,Cancelled,Operating,Operating,Operating,Operating,unknown,unknown,37.36833,35.706109999999995,5.099518326,5.099518326,5.099518326,5.099518326,5.099518326,5.099518326
11169,Turkey,Selena power station,450,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,36.92147,36.04753,1.9123193719999998,0.0,,,,
11171,Turkey,?evketiye Lapseki power station,1 320,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,40.395,26.791999999999998,5.609470159,0.0,,,,
11172,Turkey,Seyitömer power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,39.57297,29.88164,0.9823660890000001,3.929464358,3.929464358,3.929464358,3.929464358,3.929464358
11176,Turkey,Sinop Akfen power station,800,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,41.953,34.83,3.3996788839999996,0.0,,,,
11178,Turkey,??rnak Galata power station,270,Cancelled,Not operating,Not operating,Not operating,Not operating,CFB,MISC,37.468,42.391000000000005,1.37065727,0.0,,,,
11179,Turkey,??rnak Silopi power station,135,Operating,Operating,Operating,Operating,Operating,CFB,Lignite,37.31002,42.5947,0.79266781,2.256054537,2.256054537,2.256054537,2.256054537,2.256054537
11182,Turkey,Soma Kolin power station,255,Operating,Not operating,Not operating,Not operating,Operating,CFB,Lignite,39.31661,27.7489,1.382087464,0.0,,,,0.0
11184,Turkey,Soma power station,165,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,39.19446,27.6352,1.0806026979999999,6.409091864,6.409091864,6.409091864,6.409091864,6.409091864
11190,Turkey,Star Refinery Socar power station,672,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,38.817,26.9103,2.8111559089999996,0.0,,,,
11191,Turkey,Teyo Tufanbeyli power station,350,Pre-permit,Not operating,Not operating,Not operating,Not operating,CFB,Lignite,38.2299,36.2481,1.7389008940000001,0.0,,,,
11194,Turkey,Trakya Emba power station,1 200,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,41.94809,28.04148,5.157002728,0.0,,,,
11195,Turkey,Tufanbeyli power station,150,Operating,Operating,Operating,Operating,Operating,CFB,Lignite,38.18562,36.269940000000005,0.8129926259999999,2.4389778769999997,2.4389778769999997,2.4389778769999997,2.4389778769999997,2.4389778769999997
